type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	count
video	post_user_1008279892518211	1008279892518211_1644473908898803	https://www.facebook.com/1008279892518211/posts/1644473908898803	خطير/ العاصمة: عصابات ليلية مختصة في عمليات النشل و البراكاجات في قطار الضاحية الجنوبية ... هذي عملية نشل تم رصدها بالكامل من كاميرا المراقبة للقطار المتجه من تونس الى الرياض يوم أمس 28/07/2017 على الساعة 22:30 ليلا ... اعوان و سواق القطارات يؤكدون ان هناك عصابات اصبحت مختصة و مهنتهتا الوحيدة النشل و البركاجات و ترويع الناس في القطارات يوميا و خاصة في الليل ... مما يشكل خطر على سلامة المسافرين و الاعوان الشركة الوطنية للسكك الحديدة .	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20505491_679308772262720_3416224769719140352_n.jpg?oh=49b580a446216eb4d327f77c06d21f22&oe=5A5B1822	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20505491_679308772262720_3416224769719140352_n.jpg?oh=f13a04b2f3781d4d07d672f0abe1ec0c&oe=5A19EA98	https://www.facebook.com/420253548168245/videos/679302502263347	facebook.com	2017-07-29T10:54:41+0000	1501325681	2017-07-29 12:54:41	45	29	69	0	98	29	22	7	27	0	44	1	10	0	2	11	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1645526652126862	https://www.facebook.com/1008279892518211/posts/1645526652126862	Lamia Ghorbal shared ‎مسكينة تونس - Meskina Tounes‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20562467_1422366034524460_1963571202765094912_n.jpg?oh=990ba6e4560b10cc93143f47eda6786a&oe=5A1636E2	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20562467_1422366034524460_1963571202765094912_n.jpg?oh=851cdac80d85e9655a6e8f044a5b651c&oe=5A5E3FC0	https://www.facebook.com/231028246991584/videos/1422364791191251/	facebook.com	2017-07-30T12:27:11+0000	1501417631	2017-07-30 14:27:11	16	1	26	49	76	1	1	0	0	0	15	0	1	0	1	8	0	tunis	1
link	post_user_1008279892518211	1008279892518211_1645729172106610	https://www.facebook.com/1008279892518211/posts/1645729172106610	Le retour au bercail du tunisien civilisé:					2017-07-30T16:31:21+0000	1501432281	2017-07-30 18:31:21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1645657558780438	https://www.facebook.com/1008279892518211/posts/1645657558780438	هذا ماآلت اليه راس الهين توزر	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/20374363_10210640466231765_6224410800284965442_n.jpg?oh=dcdccc8f542d59152f8fe0c094764a3e&oe=5A170C04	https://scontent.xx.fbcdn.net/v/t1.0-9/20374363_10210640466231765_6224410800284965442_n.jpg?oh=3039ca832aa209c563ae5b09e2fdab76&oe=5A48D8FB	https://www.facebook.com/photo.php?fbid=10210640466231765&set=gm.1645657558780438&type=3	facebook.com	2017-07-30T15:07:59+0000	1501427279	2017-07-30 17:07:59	0	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	0	tozeur	1
photo	post_user_1008279892518211	1008279892518211_1645653658780828	https://www.facebook.com/1008279892518211/posts/1645653658780828	الحالة الكارثية لراس العين -- توزر	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/s130x130/20479567_10210640431670901_3861640579513159530_n.jpg?oh=067fc98d39df86fda60b4195b8ecc2d4&oe=5A4E8A62	https://scontent.xx.fbcdn.net/v/t1.0-9/20479567_10210640431670901_3861640579513159530_n.jpg?oh=98f87659087fcc8fc970c9f432d4af36&oe=5A5A2425	https://www.facebook.com/photo.php?fbid=10210640431670901&set=gm.1645653658780828&type=3	facebook.com	2017-07-30T15:03:11+0000	1501426991	2017-07-30 17:03:11	4	0	7	1	8	0	0	0	0	0	4	0	0	0	1	2	0	tozeur	1
photo	post_user_1008279892518211	1008279892518211_1644570618889132	https://www.facebook.com/1008279892518211/posts/1644570618889132	Malik Toumi shared ‎رصد التونسية 2‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20374336_1470628049688008_3688081706252653176_n.jpg?oh=dd1fc65917ddc438f3dc4fdd4cb35b73&oe=5A535F22	https://scontent.xx.fbcdn.net/v/t1.0-9/20374336_1470628049688008_3688081706252653176_n.jpg?oh=f5f7c116521b73fd018537fb0747b3a6&oe=5A580E49	https://www.facebook.com/RassdTunisia2/photos/a.1135193403231476.1073741827.1135187166565433/1470628049688008/?type=3	facebook.com	2017-07-29T13:12:42+0000	1501333962	2017-07-29 15:12:42	13	9	19	11	39	9	9	0	0	0	13	0	2	0	4	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1643531362326391	https://www.facebook.com/1008279892518211/posts/1643531362326391	Lieu : Maison des services administratifs Ennasr2 Heure : 11h15 Guichet de la CNAM Personne n est au guichet de la Cnam  sachant qu ils ferment à 12h30 le vendredi. مكتب المنسقة العامة : non plus On a essayé de m interdire de prendre des photos par les personnes aux guichets de la steg  la poste tunisienne et la sonede. Mais je l ai fait quand même. Réponses des autres guichets :  la dame au guichet de la cnam n est pas là  عندها ما تعمل و أرجع نهار الاثنين ولّا إمشي لإدارة المنزه 5   À quoi servent ces bureaux administratifs  si ce n est pour alléger et éviter de faire une longue queue dans les sites centraux!!!!	https://scontent.xx.fbcdn.net/v/t1.0-0/q84/s130x130/20429619_10211316559163717_8174376360449030746_n.jpg?oh=c271bdda1f2f7663b36cde63f9e1bea1&oe=5A165718	https://scontent.xx.fbcdn.net/v/t1.0-0/q84/p180x540/20429619_10211316559163717_8174376360449030746_n.jpg?oh=c220430138ed273d276341cf464cf10f&oe=5A54966C	https://www.facebook.com/photo.php?fbid=10211316559163717&set=gm.1643531362326391&type=3	facebook.com	2017-07-28T11:50:02+0000	1501242602	2017-07-28 13:50:02	8	21	19	4	44	21	9	12	17	0	8	0	2	0	1	8	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1644581268888067	https://www.facebook.com/1008279892518211/posts/1644581268888067	David Pawlo shared ‎تونسي مطبوع‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20429607_1939014522980438_4834716067795689248_n.jpg?oh=7f86ea1902eae720b8096a5caad95376&oe=5A559A6F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20429607_1939014522980438_4834716067795689248_n.jpg?oh=1c7bbfd05ef7b6d8906b9b0015d653bf&oe=5A1B517A	https://www.facebook.com/1420201754861720/photos/a.1700302663518293.1073745195.1420201754861720/1939014522980438/?type=3	facebook.com	2017-07-29T13:28:04+0000	1501334884	2017-07-29 15:28:04	9	0	9	1	10	0	0	0	0	0	9	0	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1644360922243435	https://www.facebook.com/1008279892518211/posts/1644360922243435	نهاية اسبوع مريحة من المدينة العتيقة بسوسة😎	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20479668_10207600215483708_4818336936840097641_n.jpg?oh=18ccc0b9f6377de457d950e307b477f2&oe=5A5E679A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20479668_10207600215483708_4818336936840097641_n.jpg?oh=660671dc86456fe6e0392a9630d22290&oe=5A1C1197	https://www.facebook.com/photo.php?fbid=10207600215483708&set=gm.1644360922243435&type=3	facebook.com	2017-07-29T07:28:41+0000	1501313321	2017-07-29 09:28:41	25	4	30	0	34	4	2	2	3	0	23	5	0	0	0	0	0	sousse	1
photo	post_user_1008279892518211	1008279892518211_1643804805632380	https://www.facebook.com/1008279892518211/posts/1643804805632380	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20430027_1655937301124361_5091028023235383215_n.jpg?oh=1bb8d34c4363fa09aa40fc18e84af6ee&oe=5A583F78	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20430027_1655937301124361_5091028023235383215_n.jpg?oh=204c9933150c889c138d8e03480cafa5&oe=5A1CC56D	https://www.facebook.com/630521226999312/photos/a.727600157291418.1073741854.630521226999312/1655937301124361/?type=3	facebook.com	2017-07-28T17:21:10+0000	1501262470	2017-07-28 19:21:10	7	4	7	1	12	4	3	1	3	0	7	0	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1641106315902229	https://www.facebook.com/1008279892518211/posts/1641106315902229	باب عليوة تونس الآن... التاكسيات 3 انواع: الي يوصل حريف و ينحي لبلاكة يقلك ماشي نفطر. والي يتعدي فارغ يحسب روحو ماشافكش من اصلو. والي منحي لبلاكة من قبل و يحوس و بالطبيعة ماشي يفطر. من بعد يقلك خدمتنا صعيبة و ما تخلصش... والعباد واقفة في الشمس و يتعاركو شكون يركب لول... انا شخصيا مشيت خذيت الكار بعد انتظار فاق النصف ساعة. الى متى هذه الظاهرة و شنوة الحل ؟؟؟	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/20374262_1525854164139236_7819871361047443144_n.jpg?oh=bc177d20cd01f76cede9fdcd2b880d8b&oe=5A58C071	https://scontent.xx.fbcdn.net/v/t1.0-9/20374262_1525854164139236_7819871361047443144_n.jpg?oh=be728c0001a58770ca8a910d0ec01d7f&oe=5A5922CA	https://www.facebook.com/photo.php?fbid=1525854164139236&set=gm.1641106315902229&type=3	facebook.com	2017-07-26T10:54:17+0000	1501066457	2017-07-26 12:54:17	36	60	61	0	121	59	16	43	53	0	36	1	0	3	2	19	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1643161089030085	https://www.facebook.com/1008279892518211/posts/1643161089030085	David Pawlo shared ‎تونسي مطبوع‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20293142_1938341166381107_7181387923305221028_n.jpg?oh=f1b05d5f753cc1e25e5ab7911489aaca&oe=5A47D140	https://scontent.xx.fbcdn.net/v/t1.0-9/20293142_1938341166381107_7181387923305221028_n.jpg?oh=e715bb0aa229a5fd194113712a8e6ed7&oe=5A59AD2B	https://www.facebook.com/1420201754861720/photos/a.1439097036305525.1073742951.1420201754861720/1938341166381107/?type=3	facebook.com	2017-07-28T03:18:10+0000	1501211890	2017-07-28 05:18:10	27	8	30	6	44	8	6	2	6	0	27	2	0	0	0	1	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1643325689013625	https://www.facebook.com/1008279892518211/posts/1643325689013625	تحية صباحية من بوجعفر سوسة 😎	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20294581_10207593312951149_7772512666939375964_n.jpg?oh=6d1d03e8f5a7c7595067f082503d492e&oe=5A4D5900	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20294581_10207593312951149_7772512666939375964_n.jpg?oh=6f374c76d086ca94c5550b05059b3f5f&oe=5A4C350D	https://www.facebook.com/photo.php?fbid=10207593312951149&set=gm.1643325689013625&type=3	facebook.com	2017-07-28T06:13:34+0000	1501222414	2017-07-28 08:13:34	48	6	53	0	59	6	6	0	6	0	47	5	0	0	0	0	0	sousse	1
photo	post_user_1008279892518211	1008279892518211_1642915209054673	https://www.facebook.com/1008279892518211/posts/1642915209054673	التلوّث البصري في بنزرت...  هل هذه ساعة وسط البلاد أم أنّها أصبحت ساعة الإعلانات؟؟؟	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20264617_466712233695944_9155467896874126040_n.png?oh=ecc8591ac6d53fb4e702c47f779974a6&oe=5A5C1F1B	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20264617_466712233695944_9155467896874126040_n.png?oh=07284fffced9d1ed22d8579faa4b13b7&oe=5A490BE4	https://www.facebook.com/442871176080050/photos/a.444549329245568.1073741828.442871176080050/466712233695944/?type=3	facebook.com	2017-07-27T22:00:47+0000	1501192847	2017-07-28 00:00:47	2	2	7	1	10	2	1	1	1	0	2	0	0	0	1	4	0	bizert	1
photo	post_user_1008279892518211	1008279892518211_1640920725920788	https://www.facebook.com/1008279892518211/posts/1640920725920788	بوجعفر سوسة البارحة ليلا اثناء اطلاق الشماريخ 😎	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20258423_10207577348232041_7915672184255218249_n.jpg?oh=77d7c2ce297a536ab3dbd5bed19b9e3a&oe=5A5097BF	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20258423_10207577348232041_7915672184255218249_n.jpg?oh=35af248dccc151ce898c3deda691a950&oe=5A1CFEB2	https://www.facebook.com/photo.php?fbid=10207577348232041&set=gm.1640920725920788&type=3	facebook.com	2017-07-26T06:34:39+0000	1501050879	2017-07-26 08:34:39	159	22	191	25	238	22	15	7	24	0	157	30	2	0	0	0	0	sousse	1
video	post_user_1008279892518211	1008279892518211_1641300725882788	https://www.facebook.com/1008279892518211/posts/1641300725882788	Nesrine Sebaï Benz shared ‎يوميات مواطن بتوزر 2‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20370113_1364084540353401_7649249265692180480_n.jpg?oh=5689c8f6ce25a6d9a7bd0b86679fa8c6&oe=5A50B3A3	https://scontent.xx.fbcdn.net/v/t15.0-10/20370113_1364084540353401_7649249265692180480_n.jpg?oh=87f15bf4fff496c02d1e442676acb349&oe=5A1398D8	https://www.facebook.com/yawmiatmowatenbtozeur/videos/1364080330353822/	facebook.com	2017-07-26T14:50:38+0000	1501080638	2017-07-26 16:50:38	4	4	9	16	29	4	4	0	1	0	4	0	0	0	2	3	0	tozeur	1
photo	post_user_1008279892518211	1008279892518211_1642825399063654	https://www.facebook.com/1008279892518211/posts/1642825399063654	تكهن بمحتوى اللافتات المرورية و اربح سيارة من اهداء وزارة التزهيز (طريق الفالاز. المنستير ) طريق خطير به الكثير من الوافدين الجدد الذين لا يعرفون المنطقة. به ايضا عديد المواطنين الذين يمارسون الرياضة فهل يتم التوقي قبل حصول كارثة؟	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/s130x130/20374378_323645551427803_2539432144936431484_n.jpg?oh=5e9066fc66d46f25895b28fab9fbc925&oe=5A487137	https://scontent.xx.fbcdn.net/v/t1.0-9/q86/s720x720/20374378_323645551427803_2539432144936431484_n.jpg?oh=0d0d6d038c2e55e9dabf258742ede697&oe=5A53755F	https://www.facebook.com/photo.php?fbid=323645551427803&set=gm.1642825399063654&type=3	facebook.com	2017-07-27T19:52:17+0000	1501185137	2017-07-27 21:52:17	14	9	24	0	33	9	6	3	5	0	14	0	0	7	2	1	0	monastir	1
photo	post_user_1008279892518211	1008279892518211_1639835449362649	https://www.facebook.com/1008279892518211/posts/1639835449362649	La civilité du tunisien et son égoïsme: quand je lui  ai fait la remarque  le bon dieu est descendu à côté de nous	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20265072_10213896958361430_666294741091882589_n.jpg?oh=d24380fbdea70524240526c5c713c11e&oe=5A4C4317	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20265072_10213896958361430_666294741091882589_n.jpg?oh=28e7c2dd66563bd2a7da97b50fbf1e9b&oe=5A611402	https://www.facebook.com/photo.php?fbid=10213896958361430&set=gm.1639835449362649&type=3	facebook.com	2017-07-25T08:46:53+0000	1500972413	2017-07-25 10:46:53	20	9	28	5	42	9	9	0	2	0	20	0	2	0	4	2	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1641123445900516	https://www.facebook.com/1008279892518211/posts/1641123445900516	Mohamed Med shared ‎انتبه أنت في تونس‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/20425054_1624283314298602_6075233447805190144_n.jpg?oh=7a2db8b435d9bf60963cf6e328c513f8&oe=5A5B24F0	https://scontent.xx.fbcdn.net/v/t15.0-10/20425054_1624283314298602_6075233447805190144_n.jpg?oh=6cb9d6a6baef6422a4ba915d1be5b0f2&oe=5A1D7F5B	https://www.facebook.com/326120170781596/videos/1624282600965340/	facebook.com	2017-07-26T11:19:32+0000	1501067972	2017-07-26 13:19:32	2	0	6	6	12	0	0	0	0	0	2	1	0	0	2	1	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1641050512574476	https://www.facebook.com/1008279892518211/posts/1641050512574476	Sofien Ben Salah shared ‎Sahloul Sousse - سهلول سوسة‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20431317_1700358193606529_1207974297412787892_n.jpg?oh=30635fd127574bcacb49af28db497c10&oe=5A1465C3	https://scontent.xx.fbcdn.net/v/t1.0-9/20431317_1700358193606529_1207974297412787892_n.jpg?oh=87544b6e48ae05c5834b999890378424&oe=5A4B84A8	https://www.facebook.com/SahloulSoussa/photos/a.1692788207696861.1073741828.1692780087697673/1700358193606529/?type=3	facebook.com	2017-07-26T09:27:15+0000	1501061235	2017-07-26 11:27:15	4	0	5	6	11	0	0	0	0	0	4	0	0	0	0	1	0	sousse	1
